RegionID,WeatherDate,TemperatureC,HumidityPct,WindSpeedKmph,SolarIrradiance
10058,2023-12-31,18.1,67,9.6,928.6
10089,2025-05-12,16.3,63,10.9,563.3
10042,2023-06-01,25.7,56,14.0,308.7
10115,2025-04-12,31.9,8,13.6,116.8
10150,2024-08-21,19.2,67,7.3,432.6
10133,2025-09-15,22.9,17,15.3,428.1
10212,2024-12-10,8.8,32,7.0,763.8
10061,2024-08-13,26.1,53,14.7,625.1
10220,2024-01-05,26.4,5,14.7,211.8
10091,2025-01-16,28.0,81,14.0,814.1
10001,2025-01-19,-0.3,59,10.0,479.6
10150,2025-06-17,29.2,38,4.0,575.1
10217,2022-02-10,36.2,58,17.2,688.3
10219,2023-05-11,17.8,73,13.0,139.7
10213,2022-03-10,20.9,80,18.6,925.2
10107,2024-07-19,26.4,62,12.1,374.8
10099,2023-04-15,28.4,74,5.1,195.2
10026,2023-12-31,6.0,70,7.4,19.4
10123,2022-04-13,32.4,48,16.8,476.4
10021,2023-02-02,21.7,61,9.5,435.4
10224,2022-12-28,30.0,42,9.3,518.3
10068,2024-09-25,26.9,44,6.0,566.3
10050,2023-12-20,22.5,64,8.5,593.3
10165,2025-06-24,38.8,32,14.9,406.2
10059,2023-12-14,35.5,42,6.7,368.9
10215,2022-06-07,39.1,5,16.8,407.3
10165,2022-07-01,35.6,5,6.9,829.5
10065,2023-03-14,19.9,57,15.4,695.9
10028,2024-10-09,17.1,44,12.8,928.9
10144,2023-01-29,19.9,78,4.4,657.1
10184,2025-01-16,3.7,54,13.6,397.0
10098,2023-04-05,9.0,68,14.2,679.8
10088,2024-07-20,36.5,66,7.1,467.7
10216,2024-08-09,24.2,61,10.2,643.5
10100,2023-09-14,27.6,95,17.7,351.1
10030,2024-05-18,29.5,86,10.0,646.7
10054,2024-01-08,32.5,54,14.3,129.0
10101,2022-03-15,29.5,60,7.8,898.7
10042,2022-02-07,18.9,52,5.8,390.9
10136,2022-03-21,12.4,61,11.9,530.3
10178,2023-08-20,31.6,62,7.1,71.0
10155,2022-12-26,20.3,41,4.6,762.6
10105,2025-07-25,34.4,40,9.8,548.0
10019,2022-04-22,38.5,72,1.5,486.7
10132,2022-10-09,29.5,45,12.5,729.9
10152,2022-12-20,27.3,68,6.1,260.0
10146,2022-08-16,26.9,83,1.6,629.9
10028,2022-12-06,4.8,46,5.7,344.8
10034,2025-05-25,18.0,39,9.0,387.2
10066,2022-06-02,27.7,36,4.0,287.2
10193,2024-06-16,32.5,33,11.9,196.9
10063,2024-03-01,23.4,94,18.2,969.6
10226,2022-01-02,10.1,100,20.1,595.2
10187,2022-08-22,10.2,68,14.0,451.5
10099,2024-03-03,20.8,44,12.3,146.6
10139,2023-12-06,19.0,67,8.9,140.6
10165,2025-04-30,9.6,77,17.1,999.4
10131,2023-03-07,27.5,51,23.1,574.8
10072,2025-08-14,36.8,48,4.7,420.5
10060,2025-06-17,28.8,42,10.2,726.5
10087,2023-08-08,15.6,59,3.9,448.3
10087,2025-09-08,26.0,33,6.5,554.7
10177,2022-12-20,19.6,100,13.9,130.1
10068,2024-12-13,17.2,52,8.0,0.0
10232,2024-04-28,26.7,50,6.7,684.5
10225,2024-09-09,19.2,68,17.7,162.5
10149,2023-01-27,13.0,56,4.1,15.7
10187,2022-08-02,6.1,43,9.0,401.4
10024,2024-01-22,22.3,54,4.2,14.8
10091,2023-07-17,21.6,25,6.6,90.4
10142,2023-02-22,7.9,5,12.9,300.2
10209,2023-03-15,24.8,74,9.7,520.2
10045,2023-01-31,34.7,62,10.7,1123.1
10222,2024-08-02,23.9,21,1.2,179.9
10186,2022-12-25,18.3,56,13.0,494.3
10201,2022-01-12,13.8,50,12.8,658.8
10164,2023-03-08,21.0,65,18.4,326.2
10119,2022-05-10,24.7,58,20.5,1028.9
10141,2024-06-24,5.0,51,8.5,673.9
10049,2024-12-18,18.5,66,1.2,720.8
10238,2025-03-24,26.6,68,9.7,733.9
10011,2024-05-18,24.4,69,24.8,18.2
10080,2025-05-24,32.0,79,11.8,469.1
10149,2023-09-09,36.0,43,17.1,684.1
10236,2023-09-18,11.7,84,16.3,162.6
10014,2025-07-16,20.3,77,18.3,283.0
10187,2025-04-24,16.6,87,7.7,222.8
10214,2023-11-04,22.3,52,7.8,487.3
10090,2022-04-22,9.6,32,17.7,557.2
10195,2022-06-27,17.6,96,10.8,457.7
10052,2024-08-16,6.9,47,10.8,269.8
10052,2024-01-10,33.2,53,3.9,838.0
10066,2023-04-08,0.8,61,12.5,360.1
10211,2022-02-28,22.1,52,3.2,287.9
10136,2023-02-11,19.9,65,4.5,599.4
10040,2024-09-21,5.8,98,9.7,274.6
10209,2023-03-05,21.8,100,8.2,800.5
10059,2023-03-31,22.4,56,6.4,740.5
10147,2025-07-27,23.1,30,11.7,550.9
10078,2023-10-22,15.3,65,5.3,378.5
10138,2024-09-29,38.8,22,7.0,441.3
10173,2022-11-30,15.7,59,13.2,399.8
10116,2024-10-02,20.1,33,9.0,394.0
10224,2022-07-11,30.7,68,9.4,707.6
10039,2024-05-20,7.6,68,4.0,441.0
10152,2023-12-31,19.2,56,15.4,756.4
10213,2022-01-27,18.6,65,6.3,435.2
10225,2022-07-02,24.7,42,8.5,259.6
10218,2024-09-04,21.4,37,18.3,155.8
10238,2022-02-15,28.4,53,1.5,395.2
10201,2022-04-12,34.1,38,14.4,594.2
10087,2024-05-01,20.7,69,17.4,980.1
10142,2025-07-05,22.0,65,12.5,860.6
10137,2023-09-11,28.6,82,17.3,249.4
10119,2024-10-13,22.3,73,3.1,253.8
10205,2022-02-07,12.5,5,8.4,422.9
10222,2022-04-16,26.9,53,13.4,582.5
10126,2022-12-27,-2.1,45,6.6,474.2
10173,2025-08-21,31.5,20,15.0,687.5
10231,2022-05-13,23.4,22,8.6,679.7
10087,2022-05-13,30.8,61,6.4,851.3
10071,2024-05-06,29.6,25,9.9,714.4
10061,2024-10-02,30.5,46,7.6,135.7
10152,2024-07-18,21.5,76,13.0,994.9
10222,2025-09-16,27.6,11,14.5,0.0
10059,2024-05-21,34.3,45,11.2,856.9
10099,2023-02-26,23.4,87,13.7,308.6
10132,2022-02-06,21.9,62,8.7,471.1
10107,2024-02-19,31.8,62,12.0,966.0
10139,2024-12-12,17.2,34,6.2,570.0
10157,2022-01-31,28.0,11,6.3,0.0
10116,2023-11-25,33.3,32,6.8,648.8
10056,2024-11-11,25.7,74,8.9,114.3
10203,2024-02-15,23.2,31,7.1,603.1
10121,2022-06-09,21.6,46,9.1,48.8
10152,2022-08-17,21.2,57,11.4,118.9
10203,2023-07-28,34.8,54,10.7,432.1
10125,2024-04-01,25.2,61,12.6,344.8
10006,2024-12-04,28.6,33,15.1,571.8
10120,2025-02-18,32.1,63,11.8,638.6
10153,2024-08-01,23.0,71,11.9,865.7
10107,2022-01-23,29.8,54,10.7,190.2
10058,2022-11-02,24.3,51,14.8,247.2
10084,2022-03-19,17.5,48,11.7,527.4
10209,2025-03-31,33.2,63,14.1,539.8
10043,2024-11-27,20.0,80,9.0,374.0
10163,2022-11-05,14.0,47,8.4,788.1
10052,2025-02-26,26.6,74,7.9,531.5
10168,2022-01-23,24.5,86,14.3,216.5
10005,2023-08-13,6.4,35,10.3,614.7
10122,2022-08-02,20.5,7,14.9,548.0
10080,2024-09-20,31.5,72,9.7,661.8
10150,2023-06-22,28.7,30,14.4,704.8
10234,2023-04-12,18.8,69,5.5,378.3
10059,2023-10-08,34.5,67,0.8,325.8
10229,2023-10-10,31.3,17,5.2,982.0
10060,2024-02-17,31.0,35,20.6,462.1
10069,2025-02-14,19.2,50,6.4,546.2
10092,2025-06-20,29.3,28,11.4,573.0
10102,2022-07-22,44.7,18,9.3,567.4
10038,2025-07-26,34.7,45,6.5,228.8
10212,2022-04-20,30.0,82,3.6,526.0
10043,2022-02-28,21.3,49,4.6,768.9
10184,2023-02-10,30.2,50,4.6,253.4
10074,2024-01-20,6.9,55,13.9,496.3
10126,2025-04-05,30.0,58,15.5,154.8
10203,2023-04-05,18.0,100,8.1,621.0
10225,2025-04-18,24.7,46,20.0,811.4
10218,2025-07-12,27.4,95,16.2,298.0
10238,2025-06-26,27.2,70,12.5,320.8
10130,2025-03-28,16.7,83,11.2,268.8
10184,2022-07-17,32.2,76,13.6,701.2
10079,2022-07-30,23.1,45,13.5,1071.8
10126,2022-11-06,14.1,39,17.0,708.4
10132,2023-09-03,28.0,32,10.0,333.0
10105,2023-02-27,23.3,68,12.0,595.8
10061,2023-10-16,20.3,64,11.3,539.2
10113,2025-02-22,25.9,49,10.5,517.8
10215,2023-01-06,23.7,27,8.3,325.5
10088,2023-11-19,24.2,46,17.9,843.0
10067,2023-09-30,4.0,64,7.3,279.6
10145,2024-12-21,21.3,5,6.8,310.5
10139,2024-12-20,18.0,56,7.4,520.1
10124,2023-11-02,19.5,50,9.6,552.2
10192,2025-01-10,19.4,37,14.8,680.9
10035,2024-09-22,15.3,51,14.2,244.3
10147,2022-06-14,34.3,88,3.7,644.8
10216,2025-08-14,8.7,61,3.7,548.9
10206,2022-03-20,34.2,23,15.0,606.7
10066,2022-12-24,15.9,41,6.0,702.0
10224,2024-07-24,15.4,54,19.9,638.9
10191,2023-05-13,29.5,45,20.2,636.1
10078,2022-05-22,24.3,67,1.5,878.2
10075,2022-10-03,25.6,78,17.2,502.4
10168,2022-01-03,16.5,65,9.6,224.6
10070,2022-03-01,43.9,67,15.3,475.7
10195,2025-03-12,33.3,38,8.3,774.7
10216,2022-07-01,31.3,56,9.4,121.4
10210,2024-05-11,30.2,31,14.4,813.9
10132,2022-07-18,26.4,53,10.1,639.2
10093,2024-01-07,24.4,26,6.6,78.8
10013,2022-03-16,24.2,64,14.6,148.3
10233,2023-01-16,24.8,7,12.1,0.0
10048,2024-12-09,26.6,83,9.7,201.1
10096,2025-01-20,16.8,35,13.0,215.6
10086,2024-08-08,30.5,20,12.2,796.5
10099,2023-02-14,24.4,71,12.7,508.2
10135,2025-03-16,9.1,76,0.1,497.3
10233,2023-08-20,0.8,39,7.1,500.3
10138,2023-12-21,11.8,67,11.4,260.6
10122,2024-10-27,11.2,69,15.9,406.9
10115,2025-02-08,18.9,34,9.9,250.9
10235,2023-05-20,13.0,56,1.0,484.8
10220,2025-03-22,23.1,67,3.0,631.6
10109,2023-04-19,16.9,94,4.0,548.3
10206,2022-09-06,18.2,46,13.1,634.5
10117,2025-03-25,21.4,62,9.0,434.1
10179,2024-01-25,25.5,34,10.9,703.4
10215,2025-01-29,22.5,67,9.2,175.4
10205,2024-08-16,21.0,70,15.1,658.4
10164,2025-08-07,16.4,61,4.5,523.1
10199,2025-09-26,27.2,32,7.3,939.6
10126,2023-02-20,14.5,68,2.2,426.3
10136,2023-06-10,28.8,87,16.3,415.3
10088,2023-02-09,19.5,48,8.8,663.3
10043,2023-11-08,29.3,18,12.8,434.8
10167,2023-07-25,28.8,59,11.4,432.6
10160,2022-02-13,30.3,56,17.0,485.3
10154,2022-05-30,25.8,69,12.4,646.7
10103,2025-01-03,28.5,73,14.7,480.5
10204,2024-03-22,21.0,65,14.5,465.8
10045,2022-01-11,33.8,69,16.8,146.2
10222,2022-05-17,14.0,61,3.6,534.7
10214,2024-01-03,17.1,51,16.6,697.3
10124,2022-02-21,12.6,64,16.9,407.1
10028,2025-05-21,9.3,63,9.8,669.7
10237,2022-03-18,26.1,50,5.9,0.0
10028,2022-12-12,17.9,48,11.1,403.9
10067,2022-02-08,24.2,88,16.8,167.9
10230,2024-11-09,28.3,73,19.5,0.0
10048,2022-12-29,25.6,70,10.2,572.8
10037,2023-09-18,31.2,52,15.4,292.0
10171,2024-03-08,23.9,93,9.4,735.6
10186,2025-02-04,21.0,51,11.2,156.3
10193,2023-10-20,22.9,67,2.8,231.6
10177,2024-06-25,19.3,61,9.8,214.5
10141,2023-11-14,17.7,66,10.1,649.1
10134,2024-03-29,22.2,51,12.6,406.9
10137,2024-12-20,12.6,76,5.0,252.9
10070,2024-06-03,21.0,50,10.9,769.6
10206,2023-10-01,21.0,21,8.0,442.2
10061,2024-09-20,20.2,50,9.9,408.5
10210,2025-07-29,3.3,76,1.6,485.4
10194,2024-05-08,15.0,54,6.1,724.6
10166,2022-02-08,24.2,28,8.5,493.3
10194,2023-04-27,21.5,93,18.8,175.2
10040,2023-05-30,22.3,41,11.1,399.0
10173,2024-10-23,42.8,28,5.8,255.6
10195,2024-05-29,35.2,55,9.7,461.8
10074,2024-06-14,11.8,21,16.6,756.1
10051,2022-11-20,21.3,35,9.5,283.2
10023,2024-07-28,25.5,54,7.9,291.6
10005,2025-08-22,22.5,35,11.9,555.6
10239,2022-04-09,33.2,27,8.2,714.7
10113,2022-02-18,26.3,99,9.7,100.6
10143,2022-11-04,19.1,75,22.7,124.2
10097,2025-06-27,22.1,53,8.1,101.3
10007,2023-12-20,30.6,77,6.7,808.7
10035,2023-07-15,10.7,48,7.9,317.7
10136,2023-07-19,32.0,82,14.0,342.9
10072,2025-05-21,19.8,33,10.6,508.8
10227,2023-04-16,23.2,75,17.5,423.3
10075,2022-06-24,26.8,100,16.5,744.7
10000,2023-04-01,12.2,50,9.0,223.6
10098,2022-12-28,27.2,57,5.8,750.8
10215,2023-05-10,30.7,90,11.1,643.3
10209,2024-06-29,14.7,21,0.5,446.1
10118,2022-06-12,-2.5,77,13.0,444.3
10038,2025-05-21,26.0,35,8.2,510.7
10045,2024-07-11,22.1,62,4.0,577.2
10032,2025-01-16,21.2,33,11.3,748.1
10209,2023-12-12,20.5,71,12.0,721.2
10213,2022-01-20,32.0,22,2.3,548.8
10186,2022-08-27,19.3,83,17.8,695.0
10185,2025-03-03,19.4,89,6.6,425.3
10019,2024-04-10,19.0,61,5.9,272.0
10108,2025-01-05,19.4,54,10.3,448.8
10071,2022-01-16,26.9,76,11.0,627.8
10079,2024-09-26,15.9,24,11.6,748.3
10211,2025-03-09,33.3,50,10.0,544.0
10050,2022-11-19,34.7,49,8.0,645.1
10007,2023-04-02,43.4,42,7.1,1026.8
10064,2025-06-29,12.0,48,12.0,367.9
10190,2024-05-27,22.1,68,7.4,605.5
10173,2024-11-04,28.9,27,10.9,513.4
10109,2024-02-04,18.8,43,8.1,720.1
10021,2022-11-01,27.2,41,4.9,632.9
10051,2023-09-20,21.6,51,10.2,535.9
10039,2022-08-17,27.7,39,8.5,517.7
10009,2022-02-06,23.9,54,8.3,708.6
10085,2022-08-08,23.7,29,9.7,174.4
10096,2023-12-05,1.8,72,14.4,572.5
10142,2024-04-20,24.0,40,10.3,398.6
10204,2025-09-14,13.8,91,14.8,433.7
10211,2025-09-16,11.0,83,12.8,235.3
10116,2023-04-19,30.2,23,10.9,863.5
10037,2022-02-08,6.1,54,14.8,620.4
10125,2024-12-24,26.7,26,16.1,593.7
10015,2023-09-07,27.9,57,12.3,749.9
10061,2024-05-15,11.5,86,10.3,742.6
10102,2023-04-28,23.5,53,13.0,755.9
10133,2024-06-03,8.6,41,13.9,387.8
10048,2023-11-22,25.4,71,12.3,546.2
10045,2024-09-10,14.3,64,10.5,138.4
10056,2022-05-13,23.7,29,6.3,855.1
10011,2025-05-06,7.8,51,4.1,415.7
10022,2022-06-28,19.4,82,11.8,655.2
10121,2023-04-12,23.2,16,7.5,21.2
10157,2022-11-09,33.9,79,9.5,609.3
10102,2024-01-22,23.9,71,19.4,0.0
10200,2022-01-18,36.8,67,12.0,368.3
10056,2022-12-19,12.9,66,15.2,556.7
10223,2024-06-14,34.1,48,17.1,288.7
10146,2023-04-16,21.6,50,17.0,409.7
10186,2022-12-30,19.2,70,13.5,553.1
10205,2023-05-10,28.1,63,20.3,794.4
10124,2022-09-17,24.0,33,2.1,547.2
10064,2023-09-22,35.0,94,19.7,710.5
10048,2023-08-24,18.5,53,7.6,560.1
10091,2022-02-27,28.9,89,8.7,649.2
10010,2022-06-01,13.3,40,14.9,670.3
10039,2025-07-26,20.4,24,15.0,89.4
10114,2022-01-16,21.3,56,21.0,356.1
10185,2023-05-06,18.2,53,8.0,471.9
10191,2023-01-25,21.2,81,13.1,455.6
10239,2023-02-09,19.9,40,8.4,770.1
10120,2025-06-18,22.9,64,5.1,661.9
10189,2024-11-28,20.1,73,5.9,167.0
10047,2025-08-26,12.8,44,5.1,363.5
10178,2024-05-26,40.8,51,12.7,287.2
10110,2022-07-29,15.9,82,7.2,411.4
10113,2024-05-21,31.2,60,2.7,331.5
10226,2022-04-13,29.5,48,11.5,471.6
10197,2025-09-22,23.8,22,8.3,739.3
10202,2022-09-25,37.1,47,9.7,566.4
10010,2024-11-14,24.9,41,10.6,495.7
10148,2025-03-02,15.4,53,10.0,744.8
10147,2024-11-10,28.0,78,6.0,711.9
10146,2023-04-21,22.7,56,2.6,354.0
10228,2022-12-27,46.8,51,16.0,586.4
10200,2023-12-15,14.1,85,2.5,342.3
10029,2023-10-12,11.9,56,13.5,551.7
10216,2025-07-15,26.9,66,0.1,419.3
10152,2022-01-09,10.7,57,11.9,945.3
10050,2022-01-17,24.7,79,5.1,707.5
10172,2024-11-30,24.7,58,6.4,367.5
10200,2025-03-13,33.0,65,13.7,355.8
10220,2022-01-18,20.2,21,14.0,581.0
10131,2023-09-04,17.1,59,10.5,530.8
10152,2024-01-10,20.9,97,8.8,363.0
10212,2023-07-10,24.5,45,12.8,864.9
10235,2022-11-15,20.6,27,9.6,896.8
10217,2025-05-27,7.2,51,17.0,299.3
10076,2025-03-03,19.0,59,4.5,419.9
10088,2023-01-08,5.6,64,26.6,788.5
10135,2025-04-08,24.4,53,4.4,543.3
10228,2022-06-22,26.6,57,6.4,59.2
10091,2022-02-17,16.6,62,11.3,372.7
10022,2023-04-19,23.3,62,20.2,490.7
10188,2023-02-27,18.8,55,7.7,508.7
10200,2024-10-24,26.6,51,11.1,459.3
10185,2024-01-11,23.5,60,15.3,696.0
10022,2023-05-01,12.2,60,8.3,578.4
10165,2022-11-01,19.1,38,10.0,557.8
10170,2024-09-10,5.4,46,1.2,142.3
10082,2023-04-22,31.6,60,8.6,577.3
10106,2022-06-24,31.5,52,6.9,150.1
10187,2022-08-05,22.6,43,11.7,379.4
10182,2023-01-24,34.5,66,14.3,607.1
10212,2025-02-12,11.9,61,8.7,526.0
10027,2024-02-06,36.7,27,23.5,563.0
10136,2025-05-04,28.2,44,0.9,44.8
10172,2023-09-27,18.5,20,12.7,278.1
10000,2024-09-13,16.6,52,7.9,507.8
10005,2022-01-01,20.0,32,1.9,738.7
10022,2025-09-08,25.0,67,9.3,397.8
10000,2024-07-08,25.7,84,10.5,601.6
10020,2023-05-22,11.4,57,13.2,286.7
10083,2025-05-05,22.4,42,9.4,640.4
10028,2023-11-17,37.6,62,12.3,617.0
10219,2024-08-26,13.5,32,12.2,612.6
10034,2022-12-31,28.5,51,6.4,850.6
10194,2023-11-26,18.8,67,10.8,296.8
10115,2024-04-04,36.2,65,9.0,763.2
10234,2025-09-02,24.4,23,12.3,562.7
10166,2023-10-26,21.2,56,4.4,869.7
10181,2022-09-02,24.7,46,13.2,613.0
10187,2023-06-25,20.8,81,6.2,711.2
10215,2025-05-26,15.2,51,11.7,460.5
10001,2025-06-13,18.2,58,8.6,378.5
10238,2022-12-21,17.7,75,12.2,589.7
10221,2022-12-11,12.9,67,1.5,377.5
10022,2022-08-18,22.4,14,0.0,614.5
10051,2024-08-16,11.7,87,14.3,534.3
10105,2024-03-06,13.1,82,15.2,1147.2
10130,2024-11-06,21.6,78,4.6,658.9
10144,2022-09-27,13.9,53,1.9,531.6
10066,2022-06-17,22.4,71,18.4,490.0
10029,2022-07-01,29.4,55,6.7,817.0
10055,2023-10-05,19.2,58,12.5,487.4
10054,2022-08-25,23.9,69,10.7,452.4
10013,2023-12-26,14.1,88,11.7,696.3
10096,2025-09-28,31.3,77,4.0,670.0
10050,2024-03-12,24.9,43,13.9,240.6
10112,2023-08-22,5.4,15,9.1,762.2
10189,2024-01-09,30.0,43,15.1,825.5
10198,2023-09-13,27.9,48,15.2,654.2
10060,2023-11-08,27.2,80,9.6,420.8
10238,2024-11-20,19.7,69,13.2,220.3
10040,2024-08-24,16.6,69,12.0,820.5
10167,2025-06-20,30.1,65,14.8,325.8
10141,2023-03-30,29.2,60,7.9,534.0
10065,2024-10-16,22.4,96,10.3,415.4
10008,2024-10-25,17.1,55,19.0,1054.5
10150,2024-07-15,26.7,72,3.5,288.9
10023,2025-05-03,30.3,31,10.1,1160.9
10080,2023-05-03,26.5,24,5.7,297.3
10218,2022-07-16,21.1,30,10.0,430.5
10170,2023-11-06,17.0,40,13.0,655.7
10003,2022-08-20,16.2,75,7.4,602.5
10206,2022-04-05,15.2,44,11.4,457.6
10038,2024-01-27,21.6,73,17.6,294.8
10096,2023-03-05,37.2,57,12.4,33.9
10182,2024-10-20,28.6,52,10.3,694.2
10163,2023-08-03,21.0,69,3.9,315.5
10095,2022-10-16,22.8,49,16.4,462.6
10173,2023-02-04,20.3,59,6.5,341.0
10179,2022-03-14,24.3,64,5.4,490.0
10176,2024-09-12,15.9,68,16.7,761.6
10038,2024-10-26,26.3,43,6.9,571.9
10164,2022-02-16,13.1,35,13.1,800.9
10098,2023-05-16,26.8,72,17.0,388.1
10209,2022-09-21,25.0,58,12.8,159.7
10008,2023-04-30,24.1,55,7.2,536.6
10051,2025-01-09,28.6,35,8.6,608.4
10014,2024-03-14,20.5,77,4.6,563.7
10052,2023-08-10,9.8,49,7.0,709.0
10197,2023-11-21,12.2,79,6.1,515.7
10218,2023-12-25,22.7,63,9.0,552.7
10088,2024-01-21,25.5,54,21.3,222.8
10224,2022-09-04,14.9,29,7.6,215.6
10059,2024-08-21,7.5,55,14.8,205.7
10059,2024-04-05,30.1,46,2.2,901.4
10162,2024-05-04,38.4,72,10.3,589.0
10163,2025-01-01,36.9,10,12.2,431.3
10065,2025-02-01,30.5,89,9.0,537.4
10088,2022-11-08,38.2,42,7.5,131.6
10094,2022-09-30,24.0,51,5.9,454.0
10211,2023-04-07,23.2,33,18.5,573.8
10090,2024-11-13,22.6,46,11.1,681.7
10186,2022-03-17,18.7,67,2.5,642.2
10148,2022-05-13,24.5,49,10.5,755.5
10234,2025-09-27,16.1,55,14.1,686.0
10215,2022-10-01,38.5,24,7.6,535.9
10015,2024-06-17,24.3,54,5.1,411.6
10085,2022-04-05,18.8,69,8.7,468.2
10173,2022-10-15,17.6,60,1.7,363.8
10239,2022-04-11,15.5,72,10.5,863.5
10108,2022-11-19,21.3,49,12.0,599.3
10100,2022-07-02,18.7,40,6.6,544.0
10233,2022-11-30,21.7,66,14.0,246.1
10094,2022-06-29,19.4,36,18.5,691.1
10104,2023-04-15,15.9,47,11.6,528.8
10062,2022-02-17,23.7,31,10.7,956.7
10162,2025-08-25,10.8,46,13.4,482.3
10117,2023-03-18,23.2,69,18.8,466.1
10126,2023-02-11,27.5,68,8.6,882.2
10143,2022-10-30,21.4,59,6.7,399.1
10146,2022-05-27,11.3,64,11.7,1210.3
10096,2022-08-24,36.8,46,4.6,716.0
10006,2023-12-03,25.5,88,9.7,808.8
10191,2024-02-18,26.7,58,6.5,508.4
10134,2022-06-26,25.9,49,5.7,246.7
10128,2023-11-24,26.3,71,18.7,153.0
10225,2025-05-27,16.7,45,1.6,593.4
10083,2024-10-23,28.0,63,0.7,478.0
10230,2023-12-11,17.6,37,6.0,119.6
10225,2024-12-02,27.0,59,8.0,356.5
10024,2022-01-06,16.2,64,19.8,8.7
10202,2022-04-17,31.2,20,22.0,257.5
10189,2023-12-31,32.8,42,17.5,264.3
10094,2022-01-21,24.8,71,10.3,951.0
10161,2023-06-11,8.5,55,15.6,867.9
10208,2024-11-24,34.0,48,23.2,516.1
10201,2022-06-22,20.2,49,12.3,218.2
10029,2022-05-27,14.0,68,13.7,792.5
10200,2025-08-08,15.9,66,3.8,1234.9
