RegionID,Timestamp,LoadMW,UtilizationPct,TransformerCount,LossesPct
10007,2023-02-24 22:00:00,42.5,57,23,5.18
10036,2023-07-25 21:00:00,32.78,59,29,2.61
10134,2022-09-29 14:00:00,73.57,59,6,9.28
10027,2023-05-04 07:00:00,90.31,58,13,6.01
10196,2022-01-28 13:00:00,56.48,54,22,6.51
10175,2023-05-05 21:00:00,96.04,96,9,9.76
10175,2024-11-21 23:00:00,45.81,53,19,8.09
10125,2023-04-14 01:00:00,49.54,49,7,2.82
10004,2025-09-16 23:00:00,24.54,64,17,4.91
10206,2023-09-17 08:00:00,55.8,59,23,7.28
10212,2023-06-15 12:00:00,61.25,51,16,2.76
10083,2022-09-08 13:00:00,104.35,92,9,9.33
10133,2024-11-16 10:00:00,63.94,66,12,11.14
10100,2023-02-06 04:00:00,94.99,64,11,12.18
10164,2024-02-24 09:00:00,86.71,64,21,5.56
10089,2023-03-06 22:00:00,100.88,87,8,1.15
10002,2022-02-19 05:00:00,85.73,66,11,6.86
10095,2023-09-05 14:00:00,78.65,65,5,8.15
10177,2022-10-29 04:00:00,72.24,49,26,7.04
10102,2025-01-28 09:00:00,80.12,75,21,7.13
10134,2025-05-10 20:00:00,106.25,79,17,9.76
10060,2025-07-13 14:00:00,89.46,77,24,3.32
10042,2023-11-25 22:00:00,67.71,52,11,8.25
10070,2022-12-13 03:00:00,75.11,44,16,4.84
10181,2025-08-05 10:00:00,76.84,71,9,9.11
10003,2025-07-05 07:00:00,60.54,73,15,6.24
10124,2025-04-04 00:00:00,35.87,33,25,7.21
10201,2025-03-12 20:00:00,50.7,36,27,3.29
10029,2024-07-24 07:00:00,51.3,31,14,7.18
10053,2023-03-17 21:00:00,108.79,97,23,6.88
10173,2022-04-25 15:00:00,66.82,120,27,9.31
10125,2022-11-16 20:00:00,50.34,56,18,4.22
10228,2025-08-28 01:00:00,68.21,54,24,3.96
10087,2024-02-15 11:00:00,75.48,89,9,6.01
10164,2025-08-08 07:00:00,71.22,60,18,6.7
10009,2023-02-24 03:00:00,55.19,64,23,1.0
10236,2024-04-23 07:00:00,80.68,54,9,8.37
10069,2025-05-02 08:00:00,50.57,44,13,9.82
10009,2024-10-24 03:00:00,41.9,60,29,6.86
10061,2025-06-23 19:00:00,76.91,55,6,5.25
10221,2022-06-19 03:00:00,85.73,57,29,10.14
10117,2025-06-15 23:00:00,75.06,82,23,4.37
10144,2023-04-04 00:00:00,13.7,19,10,10.2
10113,2025-04-25 09:00:00,57.87,63,25,4.04
10122,2024-11-26 04:00:00,72.97,94,14,3.99
10164,2023-10-04 19:00:00,41.26,31,6,7.6
10196,2024-06-11 16:00:00,52.84,74,17,6.45
10166,2022-01-20 14:00:00,48.91,69,13,8.67
10071,2023-12-09 07:00:00,29.73,53,11,3.14
10095,2024-01-02 17:00:00,84.08,58,23,8.41
10129,2024-09-28 07:00:00,55.9,50,23,4.4
10022,2022-04-06 09:00:00,101.85,50,15,9.9
10163,2023-11-05 08:00:00,70.73,86,27,5.69
10091,2024-09-05 11:00:00,14.87,21,25,8.19
10059,2022-01-12 23:00:00,62.36,46,15,4.67
10042,2023-10-16 03:00:00,109.61,73,27,6.37
10048,2024-12-28 11:00:00,59.75,73,16,6.77
10007,2022-05-18 22:00:00,71.92,92,17,6.49
10178,2023-08-13 13:00:00,51.62,64,27,7.77
10207,2022-07-23 03:00:00,99.06,59,22,8.44
10151,2023-10-02 03:00:00,95.61,76,18,9.23
10192,2023-09-13 07:00:00,91.23,71,6,5.05
10094,2025-02-09 02:00:00,120.19,101,13,2.3
10231,2022-01-04 20:00:00,71.38,77,18,9.19
10088,2024-07-19 23:00:00,116.06,96,11,5.75
10178,2022-06-25 02:00:00,117.44,120,22,6.84
10020,2022-08-16 05:00:00,68.22,69,19,3.68
10237,2025-03-12 10:00:00,111.12,101,24,7.09
10119,2024-09-02 15:00:00,100.77,89,13,3.85
10060,2023-03-23 06:00:00,87.43,63,17,6.92
10086,2025-03-23 13:00:00,68.02,47,19,7.49
10167,2022-04-05 10:00:00,94.74,78,16,3.43
10217,2024-12-03 18:00:00,78.05,62,29,8.01
10178,2025-02-22 00:00:00,40.72,42,28,6.76
10085,2022-09-13 06:00:00,115.24,76,24,10.75
10190,2024-07-12 21:00:00,75.31,64,24,4.7
10037,2023-07-08 02:00:00,83.45,115,13,1.94
10164,2025-06-28 00:00:00,71.52,58,17,11.53
10177,2024-03-17 02:00:00,73.4,66,27,2.36
10128,2025-05-25 18:00:00,51.9,60,8,3.59
10135,2023-08-19 23:00:00,105.81,87,13,4.53
10000,2025-03-11 17:00:00,62.12,42,11,4.84
10087,2025-06-10 11:00:00,70.1,60,26,10.98
10204,2023-04-24 11:00:00,35.84,63,13,6.88
10009,2022-04-02 20:00:00,35.88,34,24,8.6
10001,2023-12-22 20:00:00,51.12,56,19,2.65
10115,2022-10-17 03:00:00,87.36,81,26,8.92
10095,2025-04-18 17:00:00,86.93,83,21,7.61
10234,2024-06-16 06:00:00,70.71,62,28,4.77
10110,2023-06-13 09:00:00,88.22,88,28,7.58
10012,2024-03-06 18:00:00,76.39,84,22,8.89
10188,2024-04-29 05:00:00,15.67,18,14,9.41
10019,2024-02-18 04:00:00,53.62,94,11,8.51
10123,2022-11-11 20:00:00,56.23,59,17,7.74
10205,2024-07-01 15:00:00,61.44,83,19,5.96
10030,2023-09-16 12:00:00,78.74,87,25,5.22
10160,2024-07-21 20:00:00,55.9,60,22,8.49
10016,2024-05-05 06:00:00,29.63,56,17,4.55
10086,2023-03-04 17:00:00,84.7,68,13,7.79
10127,2022-07-19 09:00:00,30.69,50,17,7.77
10064,2023-04-05 18:00:00,82.2,46,18,5.37
10146,2023-08-29 04:00:00,84.75,120,20,5.89
10024,2023-12-13 07:00:00,91.71,107,26,11.94
10102,2025-05-24 06:00:00,75.86,64,29,5.28
10022,2022-10-17 23:00:00,82.18,65,7,7.02
10122,2022-04-17 16:00:00,74.16,80,5,8.53
10111,2025-06-29 17:00:00,131.8,103,27,7.87
10199,2023-06-26 07:00:00,90.6,110,7,4.83
10151,2023-01-11 10:00:00,62.62,59,16,13.04
10233,2024-11-27 10:00:00,83.94,120,26,4.73
10143,2022-03-22 07:00:00,61.95,57,20,8.37
10036,2025-09-14 00:00:00,67.09,109,23,2.41
10035,2022-08-22 09:00:00,50.86,71,29,5.25
10166,2025-05-20 15:00:00,76.47,120,12,6.76
10221,2024-10-30 16:00:00,82.58,71,23,8.9
10146,2023-05-12 10:00:00,5.48,10,19,6.47
10147,2022-09-22 02:00:00,65.74,72,6,9.37
10082,2023-07-25 04:00:00,38.68,47,9,5.65
10220,2024-02-22 23:00:00,38.69,69,21,5.48
10077,2024-10-04 11:00:00,25.68,50,8,3.23
10106,2023-01-04 20:00:00,107.02,62,24,5.73
10203,2025-03-18 19:00:00,17.74,35,24,9.3
10212,2023-08-23 06:00:00,63.54,75,6,8.66
10226,2025-08-23 05:00:00,109.15,96,27,10.06
10228,2025-08-05 21:00:00,76.52,77,20,10.72
10088,2024-11-19 04:00:00,105.6,75,15,6.85
10150,2023-09-17 04:00:00,78.23,69,21,3.82
10094,2022-07-17 22:00:00,62.64,66,10,13.43
10096,2024-01-21 10:00:00,27.72,17,19,10.23
10174,2023-08-12 18:00:00,75.3,96,19,8.57
10223,2024-04-20 23:00:00,19.12,22,7,10.35
10184,2024-07-30 16:00:00,67.86,59,18,8.54
10050,2025-02-21 20:00:00,56.52,69,12,8.4
10184,2025-01-24 06:00:00,98.87,83,6,5.53
10164,2023-06-06 05:00:00,76.57,71,15,8.09
10069,2025-07-11 03:00:00,59.05,63,5,8.5
10187,2023-03-23 09:00:00,43.55,52,6,8.21
10052,2024-04-19 02:00:00,93.78,120,28,7.38
10118,2022-09-24 13:00:00,37.29,100,28,6.11
10139,2024-11-12 14:00:00,132.68,106,8,6.03
10106,2024-03-17 05:00:00,31.46,18,27,7.4
10166,2022-11-15 15:00:00,42.61,66,5,6.87
10180,2025-06-12 00:00:00,33.27,56,15,9.24
10030,2024-11-19 16:00:00,93.08,100,21,4.63
10089,2023-04-04 09:00:00,96.34,68,25,3.49
10080,2023-12-05 15:00:00,69.83,52,23,11.05
10152,2023-03-08 05:00:00,63.08,69,16,13.62
10197,2025-08-16 00:00:00,36.59,78,11,8.19
10111,2023-03-22 17:00:00,99.78,83,5,8.02
10184,2025-05-21 01:00:00,111.0,100,24,4.33
10217,2022-08-18 03:00:00,99.59,91,27,6.21
10048,2022-03-02 03:00:00,57.0,68,7,9.71
10062,2023-07-12 00:00:00,105.36,120,8,5.74
10224,2023-11-13 14:00:00,20.49,33,20,10.33
10184,2022-12-18 19:00:00,100.59,84,23,6.97
10173,2023-10-20 11:00:00,91.55,120,28,9.64
10051,2022-01-17 16:00:00,69.86,100,15,2.75
10133,2025-05-24 04:00:00,100.77,89,16,8.21
10005,2025-03-17 01:00:00,68.57,74,18,3.69
10038,2025-07-05 19:00:00,58.54,63,26,10.32
10011,2025-07-29 15:00:00,5.0,10,17,5.55
10232,2022-08-03 01:00:00,100.63,56,15,8.69
10121,2023-08-03 16:00:00,29.44,58,9,4.25
10001,2023-03-09 06:00:00,72.06,93,29,1.67
10224,2023-04-26 02:00:00,36.75,60,25,8.68
10173,2023-08-18 13:00:00,44.94,79,16,5.49
10114,2023-01-09 07:00:00,87.18,93,13,4.74
10110,2024-11-07 20:00:00,78.88,71,20,7.66
10087,2022-11-27 23:00:00,100.95,102,13,5.43
10125,2023-01-18 04:00:00,66.32,68,28,5.81
10061,2025-07-20 10:00:00,86.22,72,7,6.9
10032,2025-05-28 22:00:00,31.95,58,24,6.12
10133,2023-02-27 02:00:00,93.1,62,15,8.86
10101,2023-03-03 05:00:00,85.96,84,26,9.21
10006,2025-09-29 06:00:00,67.0,60,9,10.28
10049,2024-07-09 13:00:00,57.54,91,12,7.12
10143,2024-09-04 21:00:00,74.46,94,11,9.54
10106,2024-02-04 19:00:00,125.93,97,10,5.61
10104,2023-05-21 16:00:00,64.42,44,17,4.22
10129,2022-06-03 03:00:00,96.98,84,5,9.09
10045,2023-12-23 14:00:00,18.81,47,21,6.37
10150,2022-05-15 10:00:00,72.34,60,25,9.1
10174,2023-09-30 00:00:00,42.49,40,28,9.5
10101,2022-01-23 14:00:00,92.73,94,16,11.64
10159,2023-06-01 07:00:00,85.4,120,20,4.64
10156,2024-10-21 20:00:00,104.87,73,24,7.75
10236,2025-01-25 19:00:00,69.84,57,18,5.07
10011,2024-12-24 06:00:00,46.49,87,5,7.56
10065,2023-11-06 23:00:00,74.66,61,25,2.82
10004,2025-02-26 10:00:00,66.5,117,11,4.25
10016,2023-11-30 01:00:00,53.54,85,23,3.98
10094,2025-03-02 10:00:00,84.03,41,18,4.78
10049,2022-06-15 04:00:00,44.7,85,15,5.22
10059,2025-06-16 15:00:00,80.92,67,6,2.52
10079,2022-09-01 11:00:00,39.7,40,7,6.05
10139,2024-01-21 16:00:00,123.67,94,15,7.89
10120,2023-08-14 08:00:00,57.11,43,22,6.41
10014,2024-05-24 03:00:00,31.89,22,9,7.44
10046,2023-01-15 17:00:00,42.6,40,26,7.71
10093,2023-04-05 22:00:00,7.82,26,17,9.76
10190,2024-04-17 19:00:00,107.09,76,23,3.75
10230,2024-06-06 15:00:00,80.22,53,27,9.52
10123,2025-07-19 01:00:00,93.18,85,14,2.11
10204,2022-02-13 15:00:00,41.67,54,19,7.74
10229,2022-03-02 14:00:00,78.5,44,17,4.71
10124,2022-09-10 10:00:00,73.98,82,26,8.95
10183,2024-10-18 01:00:00,53.23,41,25,5.6
10076,2025-02-04 15:00:00,47.84,48,13,7.78
10015,2024-01-03 19:00:00,67.26,42,15,12.27
10042,2022-03-05 15:00:00,135.74,99,28,4.93
10118,2024-01-14 16:00:00,30.74,44,21,7.7
10000,2025-06-23 05:00:00,56.19,25,24,4.27
10144,2022-04-10 00:00:00,60.33,107,17,5.74
10024,2022-02-09 00:00:00,13.98,19,14,9.08
10068,2025-05-14 11:00:00,75.05,75,20,8.25
10226,2023-01-13 19:00:00,68.37,64,28,7.44
10129,2025-07-25 22:00:00,48.36,47,28,5.5
10069,2025-05-17 19:00:00,49.0,57,16,8.34
10050,2025-08-23 11:00:00,69.96,93,25,4.23
10143,2022-05-28 20:00:00,86.32,96,29,11.9
10217,2025-09-11 14:00:00,42.5,38,28,9.51
10042,2024-03-07 07:00:00,86.4,48,15,1.37
10187,2023-04-02 15:00:00,58.04,62,8,9.01
10121,2024-09-13 13:00:00,10.43,20,28,5.06
10192,2023-02-09 16:00:00,94.53,74,26,7.9
10072,2025-06-09 19:00:00,103.67,99,6,6.14
10099,2024-09-19 03:00:00,69.0,80,24,5.32
10221,2023-06-26 03:00:00,105.39,85,26,7.03
10128,2024-11-23 18:00:00,85.79,111,11,7.61
10073,2024-09-20 11:00:00,41.77,59,15,6.09
10008,2023-08-30 12:00:00,64.05,78,27,12.19
10187,2023-01-13 18:00:00,64.57,76,22,6.28
10012,2025-01-25 23:00:00,59.72,74,12,2.5
10063,2024-03-06 09:00:00,84.74,68,16,6.37
10074,2024-04-06 09:00:00,83.61,93,7,10.7
10172,2023-12-09 21:00:00,27.78,49,22,4.33
10131,2023-03-11 17:00:00,72.8,120,6,6.67
10008,2024-07-28 22:00:00,50.41,19,25,7.45
10111,2024-04-12 10:00:00,115.98,84,29,3.44
10041,2023-04-21 12:00:00,65.71,107,28,6.87
10128,2023-04-16 03:00:00,54.15,58,5,5.15
10169,2023-04-13 21:00:00,77.37,92,28,1.82
10142,2023-07-23 11:00:00,63.43,120,8,8.85
10167,2023-12-10 23:00:00,47.0,41,19,6.14
10051,2024-03-28 04:00:00,47.02,60,10,8.44
10206,2025-06-02 19:00:00,28.57,34,7,5.48
10129,2025-06-29 12:00:00,101.92,75,24,8.84
10001,2023-04-08 04:00:00,66.08,77,21,6.18
10188,2025-02-22 19:00:00,41.49,65,18,6.05
10102,2022-11-22 12:00:00,94.04,75,7,11.55
10210,2024-12-31 00:00:00,32.64,57,11,6.51
10191,2023-01-21 17:00:00,75.8,120,11,2.9
10073,2022-12-10 13:00:00,52.2,97,13,5.42
10224,2023-05-02 10:00:00,37.0,57,21,6.81
10154,2022-03-27 09:00:00,44.53,67,19,2.77
10216,2023-11-25 06:00:00,110.95,86,13,9.5
10030,2025-06-15 07:00:00,93.65,120,26,6.56
10168,2024-12-16 05:00:00,85.0,69,20,3.99
10181,2024-03-25 12:00:00,63.73,50,23,2.82
10151,2024-01-07 03:00:00,78.91,70,29,8.99
10165,2024-05-17 18:00:00,46.72,46,19,6.23
10171,2023-08-25 01:00:00,62.66,69,21,4.79
10011,2023-07-08 02:00:00,38.78,78,11,4.98
10158,2022-07-18 17:00:00,110.18,102,21,5.76
10079,2023-08-20 13:00:00,91.33,83,18,7.84
10167,2022-02-15 04:00:00,92.22,77,11,1.49
10055,2022-08-01 01:00:00,52.41,50,12,6.73
10143,2022-08-27 06:00:00,52.17,56,13,9.3
10117,2022-03-09 07:00:00,39.32,44,19,8.14
10024,2025-08-03 20:00:00,77.92,79,29,6.16
10060,2023-05-30 19:00:00,110.7,77,25,3.91
10101,2025-05-17 02:00:00,57.89,61,21,4.71
10049,2022-02-04 05:00:00,13.64,40,13,6.24
10226,2023-03-19 07:00:00,89.16,79,10,5.29
10087,2024-02-01 07:00:00,49.99,34,11,7.18
10200,2024-06-28 11:00:00,97.62,75,8,4.27
10080,2022-06-18 05:00:00,115.58,99,23,5.69
10100,2025-09-11 00:00:00,110.44,93,21,7.38
10179,2024-12-25 20:00:00,38.3,28,6,7.22
10218,2023-07-18 14:00:00,59.94,59,24,8.06
10225,2025-05-03 02:00:00,117.7,102,26,7.41
10180,2023-07-04 09:00:00,49.44,83,21,8.68
10157,2022-01-17 01:00:00,47.8,87,20,9.17
10190,2023-11-08 10:00:00,71.03,35,16,4.56
10109,2024-11-24 16:00:00,22.22,45,23,9.66
10089,2025-08-18 22:00:00,88.27,65,28,5.48
10097,2024-09-21 02:00:00,31.11,30,10,13.07
10062,2025-03-22 10:00:00,40.63,51,13,6.58
10239,2023-04-17 14:00:00,48.98,13,14,9.31
10064,2025-01-20 09:00:00,105.04,85,7,5.01
10210,2023-09-20 21:00:00,39.77,69,9,4.78
10051,2022-11-28 21:00:00,36.28,31,29,5.05
10138,2024-11-16 20:00:00,62.04,74,18,10.21
10082,2022-08-19 18:00:00,87.33,76,19,9.58
10170,2023-11-06 03:00:00,107.11,120,10,5.94
10176,2023-10-08 16:00:00,69.74,76,8,5.99
10225,2024-09-06 06:00:00,100.59,87,16,7.71
10021,2025-07-15 11:00:00,60.49,78,9,8.97
10161,2024-01-17 18:00:00,66.0,90,15,6.27
10107,2023-07-15 17:00:00,115.16,80,23,3.8
10115,2023-12-26 18:00:00,95.31,78,28,9.74
10121,2023-12-25 02:00:00,54.78,82,8,6.55
10046,2024-10-28 02:00:00,73.66,91,6,8.27
10226,2022-04-20 18:00:00,63.12,45,22,6.22
10003,2023-12-18 05:00:00,36.32,44,7,8.63
10206,2023-01-03 03:00:00,53.47,71,5,8.51
10172,2023-12-07 03:00:00,73.55,120,12,8.14
10095,2023-12-16 04:00:00,80.4,56,7,11.97
10148,2023-05-24 08:00:00,117.14,108,6,5.81
10022,2024-08-28 08:00:00,90.58,75,24,5.99
10017,2025-09-04 13:00:00,26.19,28,5,9.2
10182,2022-06-14 00:00:00,58.94,115,28,4.22
10110,2022-11-28 00:00:00,51.43,41,13,5.27
10173,2024-04-30 20:00:00,64.43,111,19,12.39
10172,2025-05-07 02:00:00,37.35,61,25,5.27
10199,2022-12-01 16:00:00,36.78,52,20,9.39
10105,2025-01-31 02:00:00,100.85,81,29,5.16
10027,2024-07-12 11:00:00,84.97,63,9,10.23
10028,2022-02-28 03:00:00,49.52,50,16,6.57
10178,2023-07-25 17:00:00,76.25,96,18,8.63
10136,2023-09-15 16:00:00,29.64,30,9,6.54
10163,2024-01-25 17:00:00,88.86,105,16,5.63
10040,2025-05-08 23:00:00,69.41,81,25,9.68
10043,2025-09-20 13:00:00,81.76,70,18,5.37
10199,2022-11-11 01:00:00,71.77,99,27,3.5
10119,2023-11-03 06:00:00,68.25,42,13,4.95
10215,2025-03-15 07:00:00,104.47,96,13,10.17
10048,2022-11-06 20:00:00,67.77,78,18,10.56
10127,2024-03-14 14:00:00,59.35,120,27,7.77
10013,2022-05-07 02:00:00,89.64,120,19,2.41
10158,2025-02-19 23:00:00,122.29,119,8,7.55
10023,2024-03-03 00:00:00,102.98,88,7,5.39
10078,2024-11-24 03:00:00,87.53,72,22,8.05
10015,2025-08-19 16:00:00,118.4,95,20,9.15
10228,2022-06-13 01:00:00,98.31,82,20,5.84
10204,2022-01-17 16:00:00,41.85,61,17,7.68
10112,2024-08-26 03:00:00,63.02,29,25,6.58
10155,2025-02-19 16:00:00,118.0,82,12,5.8
10071,2024-12-14 10:00:00,75.01,116,17,5.01
10145,2024-03-23 21:00:00,37.61,37,28,7.44
10184,2025-07-17 04:00:00,94.39,86,15,8.4
10177,2024-07-17 06:00:00,83.95,72,8,5.14
10027,2022-05-12 07:00:00,84.57,64,28,8.32
10051,2022-08-01 05:00:00,26.19,26,8,7.71
10043,2025-05-05 04:00:00,65.94,58,16,7.84
10086,2025-07-04 14:00:00,68.02,63,24,9.03
10207,2022-09-26 07:00:00,69.23,53,22,8.69
10194,2024-10-27 22:00:00,5.0,10,20,4.45
10107,2023-05-15 16:00:00,76.03,65,22,5.09
10127,2025-04-20 08:00:00,34.57,51,17,5.26
10221,2023-06-14 02:00:00,100.59,90,15,6.45
10175,2025-09-23 04:00:00,61.17,75,12,9.76
10035,2023-04-06 23:00:00,49.94,69,14,6.54
10236,2022-05-20 23:00:00,75.27,46,8,6.13
10193,2025-09-05 15:00:00,82.25,60,10,8.26
10092,2024-06-02 04:00:00,67.87,93,13,6.3
10202,2023-10-12 22:00:00,93.72,114,13,7.07
10161,2022-04-28 13:00:00,40.77,48,10,6.91
10099,2023-03-06 11:00:00,50.42,62,18,1.3
10044,2024-03-21 01:00:00,84.2,90,17,7.96
10120,2023-04-29 23:00:00,62.07,40,24,8.45
10236,2025-05-07 22:00:00,71.43,58,9,5.56
10004,2025-09-08 21:00:00,15.97,24,27,9.48
10148,2022-06-06 16:00:00,88.93,74,27,7.66
10154,2024-10-08 14:00:00,40.9,68,24,5.81
10047,2023-11-21 22:00:00,73.92,73,20,7.3
10212,2022-04-15 01:00:00,49.46,53,18,6.48
10005,2023-09-08 15:00:00,116.29,99,10,6.75
10189,2025-04-05 00:00:00,58.33,52,10,6.23
10202,2023-05-10 11:00:00,50.87,54,26,10.77
10059,2022-07-28 05:00:00,105.47,84,26,6.33
10131,2022-11-12 21:00:00,46.59,91,25,9.09
10026,2025-07-02 22:00:00,71.4,120,6,7.91
10167,2025-02-26 02:00:00,72.22,64,22,7.59
10030,2022-03-06 22:00:00,75.58,93,16,6.54
10005,2024-10-30 08:00:00,68.25,63,17,6.74
10185,2024-11-05 11:00:00,94.6,74,24,8.61
10125,2024-09-27 12:00:00,72.0,73,13,7.77
10223,2025-01-16 12:00:00,61.38,96,22,5.01
10206,2022-01-05 11:00:00,24.91,20,6,7.94
